Root,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_2200,Root,Fungi,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,Elsinoe_pyri|SH210164.06FU
OTU_2201,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Polyporus,Polyporus_sp|SH221604.06FU
OTU_2202,Root,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH229580.06FU
OTU_2203,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavariaceae_unidentified,Clavariaceae_sp|SH219285.06FU
OTU_2204,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_bestiolae|SH225241.06FU
OTU_2205,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH213628.06FU
OTU_2206,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH211759.06FU
OTU_2207,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Knufia,Knufia_perforans|SH209750.06FU
OTU_2208,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Pochonia,Pochonia_sp|SH211322.06FU
OTU_2209,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unidentified,Hypocreales_unidentified_1,Hypocreales_sp|SH241109.06FU
OTU_2210,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora_cladrastidis|SH221193.06FU
OTU_2211,Root,Fungi,Ascomycota,Sordariomycetes,Incertae_sedis_7,Annulatascaceae,Conlarium,Conlarium_duplumascospora|SH225495.06FU
OTU_2212,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Setomelanomma,Setomelanomma_holmii|SH230796.06FU
OTU_2213,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,Ganoderma_sp_JM97/56|SH215578.06FU
OTU_2214,Root,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_unidentified,Cantharellales_unidentified_1,Cantharellales_sp|SH218872.06FU
OTU_2215,Root,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Incertae_sedis_24,Minimedusa,Minimedusa_sp|SH221764.06FU
OTU_2216,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypocrea,Hypocrea_placentula|SH211688.06FU
OTU_2217,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_lamellibrachiae|SH227552.06FU
OTU_2218,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Leptosphaerulina,Leptosphaerulina_chartarum|SH227423.06FU
OTU_2219,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Ceriporiopsis,Ceriporiopsis_sp_DLL2009_016|SH215555.06FU
OTU_2220,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_medusae|SH220699.06FU
OTU_2221,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH237144.06FU
OTU_2222,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleosporaceae_unidentified,Pleosporaceae_sp|SH224807.06FU
OTU_2223,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tubeufiaceae,Tubeufia,Tubeufia_cerea|SH192913.06FU
OTU_2224,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectriaceae_unidentified,Nectriaceae_sp|SH217308.06FU
OTU_2225,Root,Fungi,Ascomycota,Sordariomycetes,Incertae_sedis_7,Annulatascaceae,Conlarium,Conlarium_duplumascospora|SH225495.06FU
OTU_2226,Root,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Boletus_sp|SH238819.06FU
OTU_2227,Root,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Kappamycetaceae,Kappamyces,Kappamyces_sp_Barr_316|SH240747.06FU
OTU_2228,Root,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeriaceae_unidentified,Chaetosphaeriaceae_sp|SH208088.06FU
OTU_2229,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_pinicola|SH227543.06FU
OTU_2230,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Teratosphaeria,Teratosphaeria_callophylla|SH223534.06FU
OTU_2231,Root,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltricia,Coltricia_sp|SH237177.06FU
OTU_2232,Root,Fungi,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,Albertiniella,Albertiniella_polyporicola|SH235766.06FU
OTU_2233,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_sp|SH190503.06FU
OTU_2234,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_ruber|SH219452.06FU
OTU_2235,Root,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,Peniophora_sp_J33|SH234609.06FU
OTU_2236,Root,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Lalaria,Lalaria_inositophila|SH219275.06FU
OTU_2237,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,Phialocephala_virens|SH209276.06FU
OTU_2238,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH190929.06FU
OTU_2239,Root,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiales_unidentified,Cystofilobasidiales_unidentified_1,Cystofilobasidiales_sp|SH198310.06FU
OTU_2240,Root,Fungi,Basidiomycota,Basidiomycota_unidentified,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1_1,Basidiomycota_sp|SH236831.06FU
OTU_2241,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH237144.06FU
OTU_2242,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH191096.06FU
OTU_2243,Root,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH234055.06FU
OTU_2244,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH240676.06FU
OTU_2245,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria_caricicola|SH227808.06FU
OTU_2246,Root,Fungi,Ascomycota,Sordariomycetes,Incertae_sedis_7,Annulatascaceae,Conlarium,Conlarium_duplumascospora|SH225495.06FU
OTU_2247,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Xenochalara,Xenochalara_sp|SH209294.06FU
OTU_2248,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_fuscum|SH228098.06FU
OTU_2249,Root,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH233268.06FU
OTU_2250,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma_sp_QMW_2012|SH236489.06FU
OTU_2251,Root,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH210475.06FU
OTU_2252,Root,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Bensingtonia,Bensingtonia_sp_XZ4C5|SH217962.06FU
OTU_2253,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH230327.06FU
OTU_2254,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Perenniporia,Perenniporia_subacida|SH215002.06FU
OTU_2255,Root,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cryptodiscus,Cryptodiscus_sp|SH222221.06FU
OTU_2256,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Davidiellaceae,Davidiella,Davidiella_tassiana|SH196750.06FU
OTU_2257,Root,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltricia,Coltricia_sp|SH237177.06FU
OTU_2258,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia_hirta|SH212844.06FU
OTU_2259,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_sp|SH204453.06FU
OTU_2260,Root,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH230542.06FU
OTU_2261,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Canalisporium,Canalisporium_pulchrum|SH239698.06FU
OTU_2262,Root,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Elaphomycetaceae,Elaphomycetaceae_unidentified,Elaphomycetaceae_sp|SH210300.06FU
OTU_2263,Root,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium_inconspicuum|SH236086.06FU
OTU_2264,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,Phlebia_sp|SH226409.06FU
OTU_2265,Root,Fungi,Zygomycota,Incertae_sedis_10,Mucorales,Umbelopsidaceae,Umbelopsis,Umbelopsis_sp|SH209700.06FU
OTU_2266,Root,Fungi,Zygomycota,Incertae_sedis_10,Mucorales,Lentamycetaceae,Lentamyces,Lentamyces_zychae|SH239849.06FU
OTU_2267,Root,Fungi,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,Elsinoe_fawcettii|SH210159.06FU
OTU_2268,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH229396.06FU
OTU_2269,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia_agaves|SH196733.06FU
OTU_2270,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH223006.06FU
OTU_2271,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_unidentified,Chaetothyriales_unidentified_1,Chaetothyriales_sp|SH228270.06FU
OTU_2272,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Laetiporus,Laetiporus_sp_OLRIM598|SH211646.06FU
OTU_2273,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Setomelanomma,Setomelanomma_sp|SH207019.06FU
OTU_2274,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tubeufiaceae,Helicoma,Helicoma_morganii|SH226060.06FU
OTU_2275,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma_sp_QMW_2012|SH236489.06FU
OTU_2276,Root,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltricia,Coltricia_sp|SH237177.06FU
OTU_2277,Root,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH233268.06FU
OTU_2278,Root,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,Scutellospora_heterogama|SH197032.06FU
OTU_2279,Root,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Auxarthron,Auxarthron_sp_RV26652|SH209164.06FU
OTU_2280,Root,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH241634.06FU
OTU_2281,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH213440.06FU
OTU_2282,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH201526.06FU
OTU_2283,Root,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_sp|SH234958.06FU
OTU_2284,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Rhizinaceae,Phymatotrichopsis,Phymatotrichopsis_omnivora|SH207548.06FU
OTU_2285,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Rhizoscyphus,Rhizoscyphus_sp|SH207229.06FU
OTU_2286,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH224631.06FU
OTU_2287,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH219628.06FU
OTU_2288,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_falcatus|SH212024.06FU
OTU_2289,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp_FYB_2007a|SH234685.06FU
OTU_2290,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_hainanensis|SH197670.06FU
OTU_2291,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH230093.06FU
OTU_2292,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH204468.06FU
OTU_2293,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Incertae_sedis_12_unidentified,Tremellales_sp|SH195378.06FU
OTU_2294,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Coniothyrium,Coniothyrium_minitans|SH224135.06FU
OTU_2295,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH209265.06FU
OTU_2296,Root,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrinaceae_unidentified,Taphrinaceae_sp|SH211012.06FU
OTU_2297,Root,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium_sp_Barr_903|SH232608.06FU
OTU_2298,Root,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fuscoporia,Fuscoporia_gilva|SH241409.06FU
OTU_2299,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH196178.06FU
OTU_2300,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Irpex,Irpex_lacteus|SH205550.06FU
OTU_2301,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma_sp_QMW_2012|SH236489.06FU
OTU_2302,Root,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina_confusa|SH211014.06FU
OTU_2303,Root,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_unidentified,Xylariales_unidentified_1,Xylariales_sp|SH234017.06FU
OTU_2304,Root,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_unidentified,Xylariales_unidentified_1,Xylariales_sp|SH222082.06FU
OTU_2305,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiaceae_unidentified,Sporormiaceae_sp|SH190502.06FU
OTU_2306,Root,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,Kurtzmanomyces_tardus|SH217656.06FU
OTU_2307,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps_rubiginosiperitheciata|SH227646.06FU
OTU_2308,Root,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia_margaritacea|SH207475.06FU
OTU_2309,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH194515.06FU
OTU_2310,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hyphoderma,Hyphoderma_setigerum|SH209690.06FU
OTU_2311,Root,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp|SH217221.06FU
OTU_2312,Root,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Incertae_sedis_24,Minimedusa,Minimedusa_sp|SH221763.06FU
OTU_2313,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe_ceracea|SH205305.06FU
OTU_2314,Root,Fungi,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,Albertiniella,Albertiniella_polyporicola|SH235766.06FU
OTU_2315,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_sp|SH200900.06FU
OTU_2316,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_sp|SH230196.06FU
OTU_2317,Root,Fungi,Ascomycota,Eurotiomycetes,Eurotiomycetes_unidentified,Eurotiomycetes_unidentified_1,Eurotiomycetes_unidentified_1,Eurotiomycetes_sp|SH213353.06FU
OTU_2318,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_transvaalensis|SH241134.06FU
OTU_2319,Root,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium_sp_PL_AUS_Ad014|SH236288.06FU
OTU_2320,Root,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH233268.06FU
OTU_2321,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_unidentified,Capnodiales_unidentified_1,Capnodiales_sp|SH238951.06FU
OTU_2322,Root,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_sp|SH201164.06FU
OTU_2323,Root,Fungi,Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Artomyces,Artomyces_pyxidatus|SH205362.06FU
OTU_2324,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_disseminatus|SH239395.06FU
OTU_2325,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH230207.06FU
OTU_2326,Root,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinales_unidentified,Sebacinales_unidentified_1,Sebacinales_sp|SH215885.06FU
OTU_2327,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_pratorum|SH195316.06FU
OTU_2328,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH235191.06FU
OTU_2329,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Calcarisporiella,Calcarisporiella_sp|SH239462.06FU
OTU_2330,Root,Fungi,Basidiomycota,Agaricomycetes,Incertae_sedis_29,Incertae_sedis_30,Peniophorella,Peniophorella_pertenuis|SH227447.06FU
OTU_2331,Root,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_globisporum|SH216505.06FU
OTU_2332,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH234706.06FU
OTU_2333,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unidentified,Hypocreales_unidentified_1,Hypocreales_sp|SH205601.06FU
OTU_2334,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phaeomoniella,Phaeomoniella_sp_HMBF_CHNB2|SH222001.06FU
OTU_2335,Root,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH224127.06FU
OTU_2336,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp_TRN488|SH228295.06FU
OTU_2337,Root,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_pustulata|SH194793.06FU
OTU_2338,Root,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,Sistotrema_sp|SH221177.06FU
OTU_2339,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena_leaiana|SH193160.06FU
OTU_2340,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma_sp|SH195481.06FU
OTU_2341,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH216702.06FU
OTU_2342,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH227106.06FU
OTU_2343,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unidentified,Hypocreales_unidentified_1,Hypocreales_sp|SH205601.06FU
OTU_2344,Root,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbiliaceae_unidentified,Orbiliaceae_sp|SH218793.06FU
OTU_2345,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_wuzhishanensis|SH197673.06FU
OTU_2346,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH231452.06FU
OTU_2347,Root,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,Apodus_sp|SH222737.06FU
OTU_2348,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma_sp_QMW_2012|SH236489.06FU
OTU_2349,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_sp|SH231189.06FU
OTU_2350,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH197108.06FU
OTU_2351,Root,Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Massariaceae,Massaria,Massaria_conspurcata|SH237426.06FU
OTU_2352,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH238472.06FU
OTU_2353,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_sp|SH219052.06FU
OTU_2354,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tubeufiaceae,Helicoma,Helicoma_morganii|SH226060.06FU
OTU_2355,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Incertae_sedis_13_unidentified,Pleosporales_sp|SH196612.06FU
OTU_2356,Root,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH210476.06FU
OTU_2357,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma_sp_QMW_2012|SH236489.06FU
OTU_2358,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis_2,Spirosphaera,Spirosphaera_cupreorufescens|SH241465.06FU
OTU_2359,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_unidentified,Capnodiales_unidentified_1,Capnodiales_sp|SH195239.06FU
OTU_2360,Root,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Kappamycetaceae,Kappamyces,Kappamyces_sp_Barr_316|SH240747.06FU
OTU_2361,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita_ocreata|SH239866.06FU
OTU_2362,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma_sp_QMW_2012|SH236489.06FU
OTU_2363,Root,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH236556.06FU
OTU_2364,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH234706.06FU
OTU_2365,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_unidentified,Herpotrichiellaceae_sp|SH230203.06FU
